policy,depth,failure_mode,run,seed,injection_stage,scenario_id,injected_task_success,final_task_success,cascade_radius,recovery_completeness,time_to_detection_ms,escalated,escalation_latency_ms,annotator,notes
retry(heuristic),7,conflicting_outputs,1,1,1,depth7__conflicting_outputs__inj1__run0001,False,False,5,0.0,12582.5,True,12582.5,yc-real,
retry(heuristic),7,conflicting_outputs,2,2,1,depth7__conflicting_outputs__inj1__run0002,False,False,5,0.0,14871.4,True,14871.4,yc-real,
llm,7,conflicting_outputs,0,0,1,depth7__conflicting_outputs__inj1__run0000,True,True,0,1.0,4888.7,False,0.0,yc-real,
llm,7,conflicting_outputs,1,1,1,depth7__conflicting_outputs__inj1__run0001,True,True,0,1.0,4996.1,False,0.0,yc-real,
llm,7,conflicting_outputs,2,2,1,depth7__conflicting_outputs__inj1__run0002,True,True,0,1.0,3893.5,False,0.0,yc-real,
oracle,7,conflicting_outputs,0,0,1,depth7__conflicting_outputs__inj1__run0000,True,True,0,1.0,2764.4,False,0.0,yc-real,
oracle,7,conflicting_outputs,1,1,1,depth7__conflicting_outputs__inj1__run0001,True,True,0,1.0,10801.1,False,0.0,yc-real,
oracle,7,conflicting_outputs,2,2,1,depth7__conflicting_outputs__inj1__run0002,True,True,0,1.0,2439.2,False,0.0,yc-real,
fixed,7,premature_action,0,0,1,depth7__premature_action__inj1__run0000,False,False,5,0.0,9146.1,True,9146.1,yc-real,
fixed,7,premature_action,1,1,1,depth7__premature_action__inj1__run0001,False,False,5,0.0,14573.6,True,14573.6,yc-real,
fixed,7,premature_action,2,2,1,depth7__premature_action__inj1__run0002,False,False,5,0.0,10535.4,True,10535.4,yc-real,
heuristic,7,premature_action,0,0,1,depth7__premature_action__inj1__run0000,False,False,5,0.0,9215.1,True,9215.1,yc-real,
heuristic,7,premature_action,1,1,1,depth7__premature_action__inj1__run0001,False,False,5,0.0,9810.6,True,9810.6,yc-real,
heuristic,7,premature_action,2,2,1,depth7__premature_action__inj1__run0002,False,False,5,0.0,9141.5,True,9141.5,yc-real,
retry(heuristic),7,premature_action,0,0,1,depth7__premature_action__inj1__run0000,False,False,5,0.0,11830.8,True,11830.8,yc-real,
retry(heuristic),7,premature_action,1,1,1,depth7__premature_action__inj1__run0001,False,False,5,0.0,11674.4,True,11674.4,yc-real,
retry(heuristic),7,premature_action,2,2,1,depth7__premature_action__inj1__run0002,False,False,5,0.0,11868.8,True,11868.8,yc-real,
llm,7,premature_action,0,0,1,depth7__premature_action__inj1__run0000,True,True,0,1.0,4364.4,False,0.0,yc-real,
llm,7,premature_action,1,1,1,depth7__premature_action__inj1__run0001,True,True,0,1.0,4237.2,False,0.0,yc-real,
llm,7,premature_action,2,2,1,depth7__premature_action__inj1__run0002,True,True,0,1.0,5066.2,False,0.0,yc-real,
oracle,7,premature_action,0,0,1,depth7__premature_action__inj1__run0000,True,True,0,1.0,2928.7,False,0.0,yc-real,
oracle,7,premature_action,1,1,1,depth7__premature_action__inj1__run0001,True,True,0,1.0,2259.6,False,0.0,yc-real,
oracle,7,premature_action,2,2,1,depth7__premature_action__inj1__run0002,True,True,0,1.0,3263.5,False,0.0,yc-real,
